,アルバムID,属性,ﾚｱ,称号,名前,+,ｺｽﾄ,アルバム攻,アルバム守,MAX攻,MAX守,MAX確認,MAX攻/ｺｽﾄ,MAX守/ｺｽﾄ,特技名,対象属性,攻守,効果,備考,重複
,2504202,Co,SR+,[ｱﾆﾊﾞｰｻﾘｰｺﾞｼｯｸ],北条加蓮,+,11,2376,2976,7871,9858,○,715.5,896.2,きらめく眼差し,ｷｭｰﾄ･ｸｰﾙ,守,大アップ,ｱｲﾄﾞﾙﾌﾟﾛﾃﾞｭｰｽ the 1st Anniversary,
,2504302,Co,SR+,[ｸﾘｽﾏｽﾄﾞｰﾙ],佐城雪美,+,15,3816,4632,12641,15345,○,842.7,"1,023.0",小さなﾄﾓﾀﾞﾁ,クール,守,大～極大アップ,「1周年記念ｸﾘｽﾏｽﾊﾟｰﾃｨｰ」ｶﾞﾁｬ,
,2504411,Co,SR+,[ﾎﾜｲﾄﾅｲﾄﾒｱ],白坂小梅,+,10,2000,3000,6672,10001,●,667.2,"1,000.1",ｸﾘｽﾀﾙｿﾝｸﾞ,全タイプ,攻,特大ダウン,招待キャンペーン第９弾,
,2504502,Co,SR+,[清白の乙女],望月聖,+,17,5136,4008,17014,13277,○,"1,000.8",781.0,清き歌声,全タイプ,攻,大～極大アップ,イベント第25弾 アイドルサバイバル 聖歌響くクリスマス 上位報酬,
,2504602,Co,SR+,[麗しき淑女],川島瑞樹,+,17,4848,4464,16060,14788,×,944.7,869.9,暖かな指先,クール,攻守,大～極大アップ,「新･アイドル浴衣祭」ガチャ,
,2504702,Co,SR+,[笑顔の女神],新田美波,+,17,5256,3888,17411,12880,×,"1,024.2",757.6,笑顔の魅力,全ﾀｲﾌﾟﾊﾞｸﾒﾝ10人,守,特大ダウン,イベント第26弾 新春アイドルプロデュース 上位報酬,
,2504802,Co,SR+,[新春ﾛｯｶｰ],多田李衣菜,+,17,4872,4368,16139,14470,×,949.4,851.2,ﾆｭｰｲﾔｰﾛｯｸ,クール,攻守,特大～極大アップ,｢新春ｱｲﾄﾞﾙｺﾚｸｼｮﾝ｣ｶﾞﾁｬ,
,2504902,Co,SR+,[強運の才女],鷹富士茄子,+,17,5040,3984,16696,13198,○,982.1,776.4,ﾗｯｷｰｽﾏｲﾙ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,特大～極大アップ,,
,2505002,Co,SR+,[CDﾃﾞﾋﾞｭｰ],多田李衣菜,+,9,2352,1776,7792,5884,○,865.8,653.8,Twilight Sky,クール,攻守,中アップ,第3弾アイドルCD,
,2505102,Co,SR+,[CDﾃﾞﾋﾞｭｰ],川島瑞樹,+,9,1704,2400,5645,7950,○,627.2,883.3,Angel Breeze,クール,攻守,中アップ,第3弾アイドルCD,
,2505202,Co,SR+,[ﾋﾟｭｱﾊﾞﾚﾝﾀｲﾝ],渋谷凛,+,17,5472,3744,18126,12402,○,"1,066.2",729.5,ｽｳｨｰﾄﾁｬﾚﾝｼﾞ,クール,攻,極大アップ,2013/02/01～ ﾊﾞﾚﾝﾀｲﾝﾊﾟｰﾃｨｰガチャ期間限定SR,
,2505302,Co,SR+,[ﾐｽﾃﾘｱｽﾒｲﾄﾞ],高峯のあ,+,17,5256,3840,17411,12720,×,"1,024.2",748.2,謎めく視線,全タイプ,守,特大～極大ダウン,,
,2505402,Co,SR+,[小さな妖精],橘ありす,+,17,5352,3552,17729,11766,×,"1,042.9",692.1,ﾌﾗﾜｰｽﾏｲﾙ,全タイプ,攻,特大～極大アップ,,
,2505502,Co,SR+,[爛漫ひな娘],岡崎泰葉,+,11,2976,2448,9858,8110,○,896.2,737.3,花咲く心,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,大アップ,,
,2505602,Co,SR+,[ｱﾄﾗｸﾄｺﾞｼｯｸ],神谷奈緒,+,17,4968,4680,16457,15503,○,968.1,911.9,新たな扉,クール,攻守,特大～極大アップ,,
,2505702,Co,SR+,[黒真珠の輝き],黒川千秋,+,17,5424,3456,17332,13038,●,"1,019.5",766.9,気高き微笑,ｷｭｰﾄ･ｸｰﾙ,攻,極大アップ,,
,2505802,Co,SR+,[夜桜小町],藤原肇,+,17,5424,3720,17968,12323,×,"1,056.9",724.9,桜花夜話,全ﾀｲﾌﾟﾊﾞｸﾒﾝ10人,攻,極大アップ,,
,2505902,Co,SR+,[制服の女神],新田美波,+,17,4944,4752,16378,15742,○,963.4,926.0,恥じらいの笑顔,クール,攻守,極大アップ,,
,2506002,Co,SR+,[蒼翼の乙女],速水奏,+,17,5376,3792,17808,12562,×,"1,047.5",738.9,誘惑の視線,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,極大アップ,,
,2506102,Co,SR+,[魅惑のｶｸﾃﾙﾚﾃﾞｨ],高橋礼子,+,17,4056,5352,13437,17729,○,790.4,"1,042.9",ｵﾄﾅの色気,全ﾀｲﾌﾟﾊﾞｸﾒﾝ10人,守,特大～極大アップ,,
,2506202,Co,SR+,[ｴｲﾄﾋﾞｰﾄﾛｯｶｰ],多田李衣菜,+,11,2784,2712,9222,8985,×,838.4,816.8,ﾛｯｸｱﾋﾟｰﾙ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻守,大アップ,アイドルセッション完走報酬,
,2506302,Co,SR+,[ﾘﾄﾙﾌﾟﾘｰｽﾃｽ],成宮由愛,+,17,4992,4680,16536,15503,×,972.7,911.9,やわらかな眼差し,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻守,極大アップ,,
,2506402,Co,SR+,[覚醒魔王],神崎蘭子,+,18,5904,4008,19558,13277,○,"1,086.6",737.6,悪魔の翼,クール,攻,極大アップ,,
,2506502,Co,SR+,[ﾎﾞｰｲｯｼｭｴﾚｶﾞﾝﾄ],吉岡沙紀,+,11,3000,2424,9939,8031,○,903.5,730.1,ﾎﾞｰｲｯｼｭｽﾏｲﾙ,ｷｭｰﾄ･ｸｰﾙ,攻,大アップ,アイドルサバイバル inテーマパーク2013,
,2506602,Co,SR+,[新緑の淑女],高垣楓,+,18,5736,4056,19001,13437,×,"1,055.6",746.5,薫風の舞,クール,攻,極大アップ,,
,2506702,Co,SR+,[CDﾃﾞﾋﾞｭｰ],新田美波,+,10,2424,2256,8031,7474,×,803.1,747.4,ｳﾞｨｰﾅｽｼﾝﾄﾞﾛｰﾑ,クール,攻守,中～大アップ,第4弾CD,
,2506802,Co,SR+,[ﾈｶﾞﾃｨｳﾞ乙女],森久保乃々,+,18,5784,3912,19161,12959,○,"1,064.5",719.9,ふっきれた心,全タイプ,守,極大ダウン,,
,2506902,Co,SR+,[ﾃｨｱﾄﾞﾛｯﾌﾟ],三船美優,+,12,2568,3360,8507,11130,×,708.9,927.5,癒しのしずく,ｷｭｰﾄ･ｸｰﾙ,守,大アップ,,
,2507002,Co,SR+,[ﾃｨｱﾄﾞﾛｯﾌﾟｽﾏｲﾙ],三船美優,+,13,3744,3000,12402,9939,×,954.0,764.5,癒しのしずく,ｷｭｰﾄ･ｸｰﾙ,攻,大～特大アップ,,
,2507102,Co,SR+,[純白の花嫁],北条加蓮,+,18,5280,4944,17490,16378,×,971.7,909.9,純白の想い,全タイプ,攻守,極大ダウン,,
,2507202,Co,SR+,[あやかし京娘],塩見周子,+,18,5832,3840,19319,12720,○,"1,073.3",706.7,いたずらな視線,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,極大アップ,ドリームLIVEフェスティバル,
,2507302,Co,SR+,[ｼﾝﾃﾞﾚﾗｶﾞｰﾙ],神崎蘭子,+,18,5376,5184,17808,17172,○,989.3,954.0,ｼﾝﾃﾞﾚﾗﾏｼﾞｯｸ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻守,極大アップ,ドリームLIVEフェスティバル,
,2507411,Co,SR+,[ｽﾃｰｼﾞﾃﾞｨｰｳﾞｧ],小室千奈美,+,12,3360,3264,11130,10812,○,927.5,901.0,女王の誘惑,全タイプ,攻守,特大～極大アップ,招待キャンペーン第12弾,
,2507502,Co,SR+,[ｱｰﾘｰｻﾏｰﾊﾞｶﾝｽ],如月千早,+,11,2620,2420,7533,6958,●,684.8,632.5,南国の歌声,全タイプ,攻守,大アップ,CM放映記念キャンペーン,
,2507602,Co,SR+,[白波の歌姫],瀬名詩織,+,17,5424,3480,17968,11529,×,"1,056.9",678.2,潮騒の歌声,ｷｭｰﾄ･ｸｰﾙ,攻,極大アップ,,
,2507702,Co,SR+,[美貌の麗女],東郷あい,+,17,4584,4968,15185,16457,×,893.2,968.1,魅惑のｳｲﾝｸ,全ﾀｲﾌﾟﾊﾞｸﾒﾝ10人,攻守,極大アップ,,
,2507802,Co,SR+,[納涼浴衣娘],白坂小梅,+,18,5304,4944,17571,16378,○,976.2,909.9,あの子の歌,クール,攻守,極大アップ,アイドル浴衣祭り2013ガチャ,
,2507902,Co,SR+,[流麗な令嬢],水野翠,+,18,5232,4800,17332,15900,×,962.9,883.3,視線の一矢,ｷｭｰﾄ･ｸｰﾙ,攻守,極大アップ,,
,2508002,Co,SR+,[夏宵のお嬢様],佐城雪美,+,18,5280,5088,17490,16854,×,971.7,936.3,風鈴の歌,全タイプ,攻守,極大アップ,,
,2508102,Co,SR+,[ｻﾝﾗｲﾄﾏﾘﾅｰ],水木聖來,+,18,5808,4008,19240,13277,○,"1,068.9",737.6,ｽﾌﾟﾗｯｼｭﾀﾞﾝｽ,ｷｭｰﾄ･ｸｰﾙ,攻,極大アップ,,
,2508202,Co,SR+,[ﾋﾞｰﾁｸｲｰﾝ],木場真奈美,+,12,3144,2928,10415,9700,×,867.9,808.3,ｾｸｼｰﾎﾞﾃﾞｨ,ｷｭｰﾄ･ｸｰﾙ,攻守,大アップ,,
,2508302,Co,SR+,[ﾌﾞﾙｰﾌﾛｰﾄﾊﾟｰﾃｨｰ],荒木比奈,+,17,4008,5400,13277,17889,○,781.0,"1,052.3",弾ける輝き,全ﾀｲﾌﾟﾊﾞｸﾒﾝ10人,守,極大アップ,アイドルLiveツアー in ハワイ ブルーメダルチャンス(前半エリア) 目玉景品,
,2508402,Co,SR+,[ｽﾀｰﾘｰﾋﾞｰﾁ],ｱﾅｽﾀｼｱ,+,18,6048,4128,20034,13674,○,"1,113.0",759.7,初めての海,ｸｰﾙﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,極大アップ,,
,2508502,Co,SR+,[涼風のﾐﾝｽﾄﾚﾙ],梅木音葉,+,17,4728,4848,15663,16060,×,921.4,944.7,色彩の旋律,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻守,特大～極大アップ,,
,2508602,Co,SR+,[ｽﾌﾟﾗｯｼｭﾋﾞｭｰﾃｨｰ],ｹｲﾄ,+,12,3024,3048,10018,10097,○,834.8,841.4,ﾃﾝﾌﾟﾃｰｼｮﾝﾀﾞﾝｽ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻守,大アップ,,
,2508702,Co,SR+,[ﾎﾜｲﾄﾌﾟﾘﾝｾｽ],上条春菜,+,18,5376,4992,17808,16536,○,989.3,918.7,眼鏡の誓い,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻守,極大アップ,,
,2508802,Co,SR+,[ﾄﾗﾝｾﾝﾄﾞﾊﾞﾆｰ],高峯のあ,+,18,5352,4944,17729,16378,○,984.9,909.9,ﾑｰﾝﾗｲﾄｱｲｽﾞ,全タイプ,攻守,極大ダウン,,
,2508902,Co,SR+,[ﾏｰﾁﾝｸﾞ☆ﾒｼﾞｬｰ],佐々木千枝,+,18,5664,4128,18762,13674,○,"1,042.3",759.7,はじめてのﾒﾛﾃﾞｨｰ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,極大アップ,,
,2509002,Co,SR+,[ﾈｲﾋﾞｰｳｪｰﾌﾞ],大石泉,+,17,4848,4680,16060,15503,○,944.7,911.9,ｳｪｰﾌﾞｿﾝｸﾞ,ｷｭｰﾄ･ｸｰﾙ,攻,特大～極大アップ,,
,2509102,Co,SR+,[ｼﾝﾃﾞﾚﾗﾄﾞﾘｰﾑ],多田李衣菜,+,18,6240,3840,20670,12720,×,"1,148.3",706.7,夢のﾁｶﾗ,自分,攻,極大アップ,,
,2509202,Co,SR+,[ｽﾄﾛﾍﾞﾘｰﾁｬﾚﾝｼﾞ],橘ありす,+,12,2520,3408,8349,11290,○,695.8,940.8,初めてのﾁｬﾚﾝｼﾞ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,守,大アップ,,
,2509302,Co,SR+,[ｽﾄﾛﾍﾞﾘｰ･ｽﾏｲﾙ],橘ありす,+,13,3768,3024,12483,10018,○,960.2,770.6,初めてのﾁｬﾚﾝｼﾞ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,大～特大アップ,,
,2509402,Co,SR+,[ﾛﾜｲﾔﾙｶﾞｰﾙ],氏家むつみ,+,13,3672,2904,12165,9621,×,935.8,740.1,ﾀﾞｲｽの冒険,全ﾀｲﾌﾟﾊﾞｸﾒﾝ10人,攻,特大アップ,,
,2509502,Co,SR+,[小さな自信家],脇山珠美,+,18,5280,4920,17490,16299,×,971.7,905.5,一刀の想い,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻守,極大アップ,,
,2509602,Co,SR+,[ﾊﾛｳｨﾝｶﾞﾝﾅｰ],大和亜季,+,18,5136,5208,17014,17253,×,945.2,958.5,ﾊｯﾋﾟｰﾗﾝﾁｬｰ,クール,攻守,極大アップ,,
,2509702,Co,SR+,[憧憬の絵姿],藤原肇,+,19,5472,5280,18126,17490,○,954.0,920.5,せせらぎの音色,ｷｭｰﾄ･ｸｰﾙ,攻守,極大アップ,,
,2509802,Co,SR+,[眠れる小悪魔],新田美波,+,19,6072,4368,20115,14470,×,"1,058.7",761.6,誘惑の夢,クール,攻,極大アップ,,
,2509902,Co,SR+,[ﾌｫｰﾁｭﾝ★ｽﾀｰ],藤居朋,+,18,5712,4104,18922,13595,×,"1,051.2",755.3,幸せの兆し,ｷｭｰﾄ･ｸｰﾙ,攻,極大アップ,,
,2510002,Co,SR+,[ﾌﾟﾗﾈｯﾄｽﾀｰ],岡崎泰葉,+,19,5448,5376,18047,17808,×,949.8,937.3,星空のﾒﾛﾃﾞｨ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻守,極大ダウン,,
,2510102,Co,SR+,[ｾｸｼｰﾋﾞｭｰﾃｨｰ],松本沙理奈,+,17,4752,4848,15742,16060,×,926.0,944.7,誘惑ｱﾋﾟｰﾙ,ｷｭｰﾄ･ｸｰﾙ,攻守,特大～極大アップ,,
,2510202,Co,SR+,[夜宴の歌姫],渋谷凛,+,19,6336,4560,20988,15106,×,"1,104.6",795.1,新たな決意,ｸｰﾙﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,極大アップ,,
,2510302,Co,SR+,[CDﾃﾞﾋﾞｭｰ],白坂小梅,+,11,2208,2832,7314,9382,×,664.9,852.9,小さな恋の密室事件,クール,攻守,大アップ,,
,2510402,Co,SR+,[CDﾃﾞﾋﾞｭｰ],ｱﾅｽﾀｼｱ,+,11,2904,2112,9621,6996,×,874.6,636.0,You're stars shine on me,クール,攻守,大アップ,,
,2510502,Co,SR+,[ｺﾞｼｯｸﾎﾗｰﾅｲﾄﾒｱ],白坂小梅,+,19,6168,4416,20433,14628,×,"1,075.4",769.9,ﾎﾗｰｽｸﾘｰﾓ,ｸｰﾙ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻,極大アップ,,
,2510602,Co,SR+,[夜色の花嫁],速水奏,+,19,6096,4512,20194,14946,×,"1,062.8",786.6,夜想の微笑,ｷｭｰﾄ･ｸｰﾙ+ﾊﾞｸﾒﾝ1人,攻,極大アップ,,
,2510702,Co,SR+,[ﾜｰﾙﾄﾞｲｽﾞﾏｲﾝ],ﾍﾚﾝ,+,17,4824,4776,15981,15821,×,940.1,930.6,THE･世界ﾚﾍﾞﾙ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,特大～極大アップ,,
,2510802,Co,SR+,[ｱﾆﾊﾞｰｻﾘｰﾌﾟﾘﾝｾｽ],神崎蘭子,+,19,6360,4488,21069,14867,×,"1,108.9",782.5,聖姫･再誕,全タイプ,攻,極大～絶大アップ,,
,2510902,Co,SR+,[ｸﾘｽﾏｽｸｲｰﾝ],川島瑞樹,+,18,5184,5256,17172,17411,○,954.0,967.3,ﾐｽﾞｷ☆ｹｰｷ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻守,極大ダウン,,
,2511002,Co,SR+,[色づき紅葉･ｽﾏｲﾙ],佐々木千枝,+,14,3168,4128,10494,13674,×,749.6,976.7,星月夜の舞,ｷｭｰﾄ･ｸｰﾙ,守,大～極大アップ,,
,2511102,Co,SR+,[ｱﾆﾊﾞｰｻﾘｰｺﾞｼｯｸ･S],北条加蓮,+,14,3696,3648,12244,12084,×,874.6,863.1,きらめく眼差し,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻守,大～極大アップ,,
,2511202,Co,SR+,[ﾐｽﾃｨｯｸﾌﾞﾙｰ],和久井留美,+,17,4704,4920,15582,16299,×,916.6,958.8,ﾋﾐﾂのお願い,ｷｭｰﾄ･ｸｰﾙ,攻守,特大～極大アップ,,
,2511302,Co,SR+,[ﾛｯｷﾝｳﾞｫｰｶﾘｽﾄ],松永涼,+,13,3744,2832,12402,9382,○,954.0,721.7,ｽｶﾙｽﾋﾟﾘｯﾄ,全ﾀｲﾌﾟﾊﾞｸﾒﾝ10人,攻,特大～極大アップ,,
,2511402,Co,SR+,[ｽﾉｰﾌｪｱﾘｰ],ｱﾅｽﾀｼｱ,+,19,6288,4584,20830,15185,×,"1,096.3",799.2,純白の想い出,ｷｭｰﾄ･ｸｰﾙ,攻,極大～絶大アップ,,
,2511502,Co,SR+,[素顔の幸せ],松尾千鶴,+,13,3624,2760,12005,9143,×,923.5,703.3,生真面目ｱｯﾌﾟ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,大アップ,,
,2511602,Co,SR+,[ｴﾚｶﾞﾝﾄｱｸﾄﾚｽ],三船美優,+,19,5472,5424,18126,17968,×,954.0,945.7,大胆な演技,ｷｭｰﾄ･ｸｰﾙ,攻守,極大～絶大アップ,,
,2511702,Co,SR+,[謹賀新年],鷹富士茄子,+,18,5280,5256,17490,17411,×,971.7,967.3,幸せの呼び声,ｸｰﾙ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻守,極大アップ,,
,2511802,Co,SR+,[ｼｰｸﾚｯﾄﾅｲﾄ],八神ﾏｷﾉ,+,19,6264,4464,20751,14788,×,"1,092.2",778.3,解析完了,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,極大～絶大アップ,,
,2511902,Co,SR+,[ﾅｲﾄｴﾚｶﾞﾝｽ],相川千夏,+,17,4848,4752,16060,15742,×,944.7,926.0,夜想の歌,ｷｭｰﾄ･ｸｰﾙ,攻,特大～極大アップ,,
,2512002,Co,SR+,[紙背の想い人],鷺沢文香,+,19,5592,5424,18525,17968,×,975.0,945.7,言の葉の音色,全タイプ,攻守,極大～絶大ダウン,,
,2512102,Co,SR+,[甘美なる姫君],高垣楓,+,19,6456,4704,21387,15582,×,"1,125.6",820.1,甘い吐息,クール,攻,極大～絶大アップ,,
,2512202,Co,SR+,[魅惑のﾊﾞﾆｰ],水木聖來,+,19,5592,5592,18525,18525,×,975.0,975.0,ﾗﾋﾞｯﾄｱﾀｯｸ,クール,攻守,極大～絶大アップ,,
,2512302,Co,SR+,[ｼｮｺﾗﾊﾞﾚﾝﾀｲﾝ],森久保乃々,+,13,3312,3312,10972,10972,×,844.0,844.0,らぶりぃﾁｮｺﾚｰﾄ,ｷｭｰﾄ･ｸｰﾙ,攻守,特大アップ,,
,2512402,Co,SR+,[ｼｮｺﾗ･ｽﾏｲﾙ],森久保乃々,+,16,4560,4416,15106,14628,×,944.1,914.3,らぶりぃﾁｮｺﾚｰﾄ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,特大～極大アップ,,
,2512502,Co,SR+,[ｼﾝﾃﾞﾚﾗﾄﾞﾘｰﾑ],新田美波,+,19,6624,4224,21942,13992,×,"1,154.8",736.4,夢のﾁｶﾗ,自分,攻,絶大アップ,,
,2512602,Co,SR+,[ﾄﾞｷﾄﾞｷ☆ﾁｬﾚﾝｼﾞ],綾瀬穂乃香,+,19,5328,5424,17650,17968,×,928.9,945.7,やさしい想い,全タイプ,攻守,極大～絶大ダウン,,
,2512702,Co,SR+,[花咲く舞姿],荒木比奈,+,13,3792,2784,12562,9222,×,966.3,709.4,夢見月の舞,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,大～特大アップ,,
,2512802,Co,SR+,[夜宴のﾒｲﾄﾞ],神谷奈緒,+,19,5520,5520,18286,18286,×,962.4,962.4,恥じらいご奉仕,全タイプ,攻守,絶大ダウン,,
,2512902,Co,SR+,[ﾜﾝﾀﾞﾌﾙﾏｼﾞｯｸ],ｱﾅｽﾀｼｱ,+,19,5544,5472,18365,18126,×,966.6,954.0,星の魔法,全タイプ,攻守,絶大ダウン,,
,2513002,Co,SR+,[ﾁｱﾘﾝｸﾞｽﾀｰ],速水奏,+,19,6432,4392,21306,14549,×,"1,121.4",765.7,魅惑ｱﾋﾟｰﾙ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,絶大アップ,,
,2513102,Co,SR+,[ﾜﾝﾀﾞﾌﾙﾏｼﾞｯｸ],神崎蘭子,+,19,6408,4560,21227,15106,×,"1,117.2",795.1,闇夜の魔法,ｷｭｰﾄ･ｸｰﾙ,攻,絶大アップ,,
,2513202,Co,SR+,[ｴﾚｶﾞﾝﾄﾏﾘｵﾈｯﾄ],桐野ｱﾔ,+,17,4152,5496,13755,18207,×,809.1,"1,071.0",自信のあらわれ,ｷｭｰﾄ･ｸｰﾙ,守,特大～極大アップ,,
,2513302,Co,SR+,[ﾜﾝﾀﾞﾌﾙﾏｼﾞｯｸ],高垣楓,+,19,5664,5520,18762,18286,×,987.5,962.4,鼓動の魔法,全タイプ,攻守,絶大アップ,,
,2513402,Co,SR+,[ﾐｽﾃﾘｱｽｼｴﾗｻﾞｰﾄﾞ],ﾗｲﾗ,+,17,4776,4872,15821,16139,×,930.6,949.4,青いまなざし,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻守,特大～極大アップ,,
,2513502,Co,SR+,[ﾜﾝﾀﾞﾌﾙﾏｼﾞｯｸ],渋谷凛,+,19,6408,4824,21227,15981,×,"1,117.2",841.1,願いの魔法,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,絶大アップ,,
,2513602,Co,SR+,[ｳﾞｫﾔｰｼﾞｭ･ｸﾞﾗｯﾌﾟﾗｰ],大和亜季,+,17,4872,4776,16139,15821,×,949.4,930.6,会心の一撃,ｷｭｰﾄ･ｸｰﾙ,攻,特大～極大アップ,,
,2513702,Co,SR+,[疾風のｽﾄﾗｲｶｰ],結城晴,+,19,6528,4440,21624,14709,×,"1,138.1",774.2,ｵｰﾊﾞｰﾍｯﾄﾞｼｭｰﾄ,全タイプ,攻,絶大アップ,,
,2513802,Co,SR+,[九天の玄女],藤原肇,+,19,6456,4728,21387,15663,×,"1,125.6",824.4,夜光の情景,ｷｭｰﾄ･ｸｰﾙ,攻,絶大アップ,,
,2513902,Co,SR+,[一輪の花],服部瞳子,+,13,3840,2736,12720,9064,×,978.5,697.2,折れない信念,ｸｰﾙ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻,大～特大アップ,,
,2514002,Co,SR+,[CDﾃﾞﾋﾞｭｰ],神谷奈緒,+,12,3408,2664,11290,8825,×,940.8,735.4,2nd SIDE,クール,攻守,特大アップ,,
,2514102,Co,SR+,[CDﾃﾞﾋﾞｭｰ],北条加蓮,+,12,2568,3480,8507,11529,×,708.9,960.8,薄荷 -ﾊｯｶ-,クール,攻守,特大アップ,,
,2514202,Co,SR+,[学園のﾋﾛｲﾝ],白坂小梅,+,19,5664,5568,18762,18444,×,987.5,970.7,唯一の真実,全タイプ,攻守,絶大ダウン,,
,2514302,Co,SR+,[夜宴の白芙蓉],北条加蓮,+,19,6600,4848,21863,16060,×,"1,150.7",845.3,初めての風,クール,攻,絶大アップ,,
,2514402,Co,SR+,[乙女の晴れ舞台],松尾千鶴,+,19,5592,5544,18525,18365,×,975.0,966.6,一筆入魂,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻守,絶大アップ,,
,2514502,Co,SR+,[ｺﾞｰｼﾞｬｽﾁｱｰ],岸部彩華,+,17,4824,4848,15981,16060,×,940.1,944.7,ｱﾔｶﾌｨｰﾘﾝｸﾞ,ｷｭｰﾄ･ｸｰﾙ,攻守,特大～極大アップ,,
,2514602,Co,SR+,[ﾏｼﾞｶﾙｶﾞｰﾙ･ﾘｰﾌ],成宮由愛,+,13,2832,3792,9382,12562,×,721.7,966.3,ﾏｼﾞｶﾙﾘｰﾌ･ﾋｰﾙ,ｸｰﾙ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,守,大～特大アップ,,
,2514702,Co,SR+,[ﾏｼﾞｶﾙｶﾞｰﾙS･ﾘｰﾌ],成宮由愛,+,17,4296,5424,14231,17968,×,837.1,"1,056.9",ﾏｼﾞｶﾙﾘｰﾌ･ﾋｰﾙ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,守,特大～極大アップ,,
,2514802,Co,SR+,[銀弾の射手],高峯のあ,+,19,6576,4656,21784,15424,×,"1,146.5",811.8,意志の弾丸,全タイプ,攻,絶大アップ,,
,2514902,Co,SR+,[優美なる花嫁],三船美優,+,19,5544,5616,18365,18604,×,966.6,979.2,幸せの願い,全タイプ,攻守,絶大ダウン,,
,2515002,Co,SR+,[悠久の旅人],伊集院惠,+,17,4992,4680,16536,15503,×,972.7,911.9,風のｽﾃｯﾌﾟ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,特大～極大アップ,,
,2515102,Co,SR+,[麗しきﾌﾟﾘﾏﾄﾞﾝﾅ],西川保奈美,+,17,4848,4872,16060,16139,×,944.7,949.4,躍動のﾌｧﾙｾｯﾄ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻守,特大～極大アップ,,
,2515202,Co,SR+,[ﾐｯｼﾝｸﾞ･ﾋﾟｰｽ],二宮飛鳥,+,19,6624,4608,21942,15264,×,"1,154.8",803.4,ｱﾝﾊﾟｻﾝﾄﾞ･ﾕｰ,ｷｭｰﾄ･ｸｰﾙ+ﾊﾞｸﾒﾝ1人,攻,絶大アップ,,
,2515302,Co,SR+,[ｼﾝﾃﾞﾚﾗｶﾞｰﾙ],渋谷凛,+,20,6144,6144,20352,20352,×,"1,017.6","1,017.6",ｼﾝﾃﾞﾚﾗｿﾝｸﾞ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻守,絶大アップ,,
,2515402,Co,SR+,[ﾁｬｰﾐﾝｸﾞﾁｱｰ],佐々木千枝,+,17,5016,4656,16617,15424,×,977.5,907.3,元気のｻﾎﾟｰﾄ,ｷｭｰﾄ･ｸｰﾙ,攻,特大～極大アップ,,
,2515502,Co,SR+,[意外な一面],篠原礼,+,13,3864,2760,12801,9143,×,984.7,703.3,ｾｸｼｰなぞなぞ,全ﾀｲﾌﾟﾊﾞｸﾒﾝ10人,攻,特大～極大アップ,,
